age,gender,gaming_hours,study_hours,sleep_hours,attendance,social_activity,device_usage,uso_no_gaming,stress_level,gaming_cat,grades,grades_original,flag_grades_gt100,flag_ajustado
23,Female,6.63,3.16,5.46,84.89,4.47,11.08,4.45,Low,Alto,30.39,30.39,False,False
16,Male,1.05,8.18,7.28,86.13,3.56,4.27,3.22,Medium,Bajo,100.0,100.0,False,False
16,Female,7.22,7.81,7.97,61.13,1.0,11.06,3.84,Low,Alto,75.4,75.40025136887873,False,True
17,Male,3.61,3.67,5.6,63.54,4.69,5.15,1.54,Medium,Medio,45.13,45.13,False,False
21,Male,2.98,7.13,7.99,89.0,1.14,5.8,2.82,Medium,Medio,96.05,96.05,False,False
24,Female,3.69,7.33,7.39,90.51,1.86,9.57,5.88,Medium,Medio,84.95,84.95,False,False
19,Female,6.68,6.06,5.74,81.69,4.13,10.42,3.74,Low,Alto,51.78,51.78,False,False
18,Other,5.28,6.41,8.38,83.61,1.04,9.08,3.8,Low,Medio,66.99,66.99,False,False
23,Female,0.47,6.17,6.55,84.57,3.19,6.24,5.77,Medium,Bajo,94.71,94.71,False,False
24,Male,7.66,1.74,7.24,64.2,2.29,13.09,5.43,Low,Alto,18.6,18.6,False,False
20,Male,1.18,7.03,6.48,86.72,3.12,5.02,3.84,Medium,Bajo,99.62,99.62,False,False
24,Female,5.96,5.23,6.26,79.14,4.79,8.3,2.34,Low,Alto,44.61,44.61,False,False
17,Female,5.09,4.95,8.24,84.1,4.04,6.67,1.58,Low,Medio,61.17,61.17,False,False
18,Female,1.5,8.74,5.47,82.53,1.48,6.82,5.32,High,Bajo,100.0,100.0,False,False
22,Male,1.37,1.21,4.18,90.52,0.29,6.97,5.6,Medium,Bajo,47.52,47.52,False,False
22,Other,6.96,3.26,8.4,72.74,4.84,10.43,3.47,Low,Alto,35.12,35.12,False,False
21,Male,3.36,2.09,8.13,74.94,2.93,4.83,1.47,Medium,Medio,59.0,59.0,False,False
21,Female,5.24,1.32,5.83,75.66,0.87,9.27,4.03,Low,Medio,26.92,26.92,False,False
17,Female,4.03,3.48,4.93,90.5,3.14,6.87,2.84,Medium,Medio,53.44,53.44,False,False
21,Male,5.79,9.86,7.35,77.24,0.21,7.61,1.82,Low,Alto,88.01,88.01483038128572,False,True
19,Female,3.83,3.43,4.39,67.08,0.94,9.43,5.6,Medium,Medio,46.28,46.28,False,False
18,Male,2.3,6.97,6.12,99.32,3.16,4.5,2.2,Medium,Bajo,83.52,83.52,False,False
17,Other,2.91,2.06,4.43,79.74,2.01,7.47,4.56,Medium,Medio,47.04,47.04,False,False
16,Male,6.87,6.42,6.99,64.37,1.63,10.02,3.15,Low,Alto,60.59,60.59,False,False
20,Female,3.74,9.86,4.14,86.81,3.28,8.88,5.14,High,Medio,84.62,84.62,False,False
17,Male,1.71,3.63,7.15,89.57,4.33,6.21,4.5,Medium,Bajo,74.47,74.47,False,False
17,Female,7.33,8.45,7.22,80.01,3.39,9.1,1.77,Low,Alto,75.6,75.59580932162652,False,True
22,Female,6.37,9.98,6.44,85.86,2.32,9.62,3.25,Low,Alto,93.91,93.90695578050536,False,True
23,Male,0.45,6.3,4.88,66.91,3.29,2.75,2.3,Medium,Bajo,70.94,70.94,False,False
23,Male,7.99,3.78,4.51,74.72,3.48,12.56,4.57,Low,Alto,19.66,19.66,False,False
19,Female,5.56,7.06,5.57,66.47,3.88,9.28,3.72,High,Alto,68.47,68.47404140141421,False,True
16,Male,1.28,8.6,6.33,75.49,1.54,3.98,2.7,Medium,Bajo,100.0,104.23324699780883,True,True
22,Female,1.9,2.54,7.21,82.51,0.57,4.55,2.65,Medium,Bajo,65.24,65.24,False,False
16,Male,5.54,5.07,4.01,77.7,3.41,7.11,1.57,Low,Alto,48.03,48.03,False,False
19,Female,6.24,3.87,7.56,83.73,0.61,8.31,2.07,Low,Alto,42.46,42.46,False,False
23,Male,1.91,3.55,7.56,80.07,2.31,6.48,4.57,Medium,Bajo,68.43,68.43,False,False
17,Male,2.06,8.75,6.22,72.71,1.15,6.11,4.05,Medium,Bajo,89.4,89.4,False,False
21,Male,2.46,4.79,5.72,65.74,1.66,5.24,2.78,Medium,Bajo,67.95,67.95,False,False
21,Male,4.78,4.05,8.21,70.11,2.35,9.96,5.18,Medium,Medio,55.96,55.96,False,False
24,Male,1.37,6.43,7.92,68.03,4.48,4.79,3.42,Medium,Bajo,89.64,89.64,False,False
20,Female,0.83,2.97,8.92,88.3,3.4,5.8,4.97,Medium,Bajo,78.14,78.14,False,False
19,Female,5.43,3.07,5.86,92.8,0.86,10.34,4.91,Low,Medio,46.83,46.83,False,False
20,Female,6.23,5.68,8.53,88.82,4.4,11.47,5.24,Low,Alto,78.58,78.57748494135171,False,True
20,Female,4.01,4.68,4.44,85.75,2.5,9.26,5.25,Medium,Medio,57.26,57.26,False,False
23,Male,2.91,3.65,6.06,72.31,1.02,7.31,4.4,Medium,Medio,67.7,67.7,False,False
23,Female,3.46,1.49,6.33,88.44,2.64,8.21,4.75,Medium,Medio,51.58,51.58,False,False
17,Male,3.11,5.69,6.2,84.2,0.95,7.99,4.88,Medium,Medio,79.15,79.14864479018888,False,True
22,Female,7.63,8.29,7.08,61.88,1.84,9.53,1.9,Low,Alto,66.98,66.9802670376812,False,True
23,Male,6.14,8.66,4.85,96.3,4.03,8.64,2.5,High,Alto,79.52,79.51605957912174,False,True
21,Male,1.66,3.12,8.33,63.2,3.29,3.18,1.52,Medium,Bajo,77.53,77.53,False,False
20,Male,3.07,6.4,6.76,80.11,2.39,5.02,1.95,Medium,Medio,82.4,82.4,False,False
24,Female,4.35,8.7,8.52,80.52,1.13,9.24,4.89,Medium,Medio,92.86,92.86,False,False
18,Male,4.9,4.68,4.01,93.48,1.41,10.64,5.74,Medium,Medio,56.98,56.975445103096256,False,True
19,Female,3.75,9.39,7.15,96.52,4.89,8.12,4.37,Medium,Medio,100.0,100.0,False,False
24,Male,6.48,9.13,6.06,97.59,1.71,11.91,5.43,Low,Alto,77.15,77.15197132714061,False,True
21,Female,6.14,2.87,6.53,82.79,3.08,8.73,2.59,Low,Alto,36.93,36.93,False,False
23,Female,4.04,3.33,7.72,87.16,2.5,9.27,5.23,Medium,Medio,54.87,54.87,False,False
22,Male,6.84,2.62,5.14,63.54,0.12,9.53,2.69,Low,Alto,21.86,21.86,False,False
17,Female,6.01,2.76,5.02,79.52,4.72,11.48,5.47,Low,Alto,35.2,35.2,False,False
18,Female,6.23,9.17,7.52,95.91,0.44,11.22,4.99,Low,Alto,93.03,93.02795549720352,False,True
16,Female,7.44,9.13,6.43,78.23,3.29,13.57,6.13,Low,Alto,77.3,77.30128940217016,False,True
24,Female,2.13,1.47,5.17,62.78,4.06,7.27,5.14,Medium,Bajo,40.69,40.69,False,False
22,Female,2.14,6.34,6.42,68.03,3.74,5.13,2.99,Medium,Bajo,83.87,83.87,False,False
16,Female,7.11,6.08,6.3,77.18,4.05,8.66,1.55,Low,Alto,51.85,51.85,False,False
18,Male,6.18,4.51,7.46,69.5,3.7,11.55,5.37,Low,Alto,41.72,41.72,False,False
19,Female,7.41,6.69,4.01,75.69,2.23,11.27,3.86,Low,Alto,39.82,39.82,False,False
19,Male,0.51,9.53,6.93,73.32,4.48,5.8,5.29,Medium,Bajo,100.0,100.0,False,False
20,Male,5.02,2.53,7.03,72.76,4.56,7.96,2.94,Low,Medio,41.61,41.61,False,False
18,Female,1.16,2.08,7.73,63.65,2.18,2.3,1.14,Medium,Bajo,58.17,58.17,False,False
18,Male,4.03,1.3,8.45,95.31,2.42,5.29,1.26,Medium,Medio,43.74,43.74,False,False
16,Male,1.25,4.27,6.2,87.71,2.43,5.6,4.35,Medium,Bajo,79.8,79.8,False,False
22,Female,1.02,4.04,5.71,84.94,1.39,2.59,1.57,Medium,Bajo,67.04,67.04,False,False
16,Female,0.1,4.88,4.51,84.26,0.57,4.83,4.73,Medium,Bajo,69.92,69.92,False,False
17,Female,5.04,5.53,5.68,75.86,1.31,8.14,3.1,Low,Medio,65.65,65.65029842634154,False,True
19,Female,2.87,7.82,4.34,92.93,4.22,6.69,3.82,High,Medio,84.51,84.51,False,False
19,Female,0.84,4.53,8.01,97.2,2.72,5.85,5.01,Medium,Bajo,91.73,91.725265464681,False,True
20,Male,2.58,3.98,8.04,60.22,4.25,4.85,2.27,Medium,Bajo,70.3,70.3,False,False
17,Male,1.35,8.44,6.09,63.17,3.73,4.41,3.06,Medium,Bajo,98.44,98.44,False,False
19,Female,7.53,8.65,5.3,87.0,1.74,12.18,4.65,High,Alto,70.16,70.16128773159791,False,True
16,Male,2.56,3.09,4.59,69.44,0.93,8.15,5.59,Medium,Bajo,57.15,57.15,False,False
17,Female,2.67,3.83,8.26,96.47,2.84,5.12,2.45,Medium,Bajo,78.67,78.67,False,False
16,Female,6.57,8.24,8.19,86.7,4.68,10.83,4.26,Low,Alto,77.27,77.2746708938854,False,True
19,Male,5.18,1.71,5.33,74.73,4.2,10.94,5.76,Low,Medio,20.16,20.16,False,False
19,Female,5.68,3.93,7.11,76.61,3.82,9.92,4.24,Low,Alto,49.05,49.05,False,False
22,Female,5.09,5.04,5.29,87.64,3.82,10.55,5.46,Low,Medio,52.2,52.2,False,False
24,Male,7.57,2.68,5.13,65.64,2.64,13.27,5.7,Low,Alto,14.74,14.74,False,False
24,Other,1.66,2.62,4.11,95.34,0.85,7.31,5.65,Medium,Bajo,60.3,60.3,False,False
20,Female,7.91,4.82,6.89,60.19,1.43,12.7,4.79,Low,Alto,19.05,19.05,False,False
16,Male,6.65,7.79,4.75,99.16,2.89,10.41,3.76,High,Alto,67.49,67.49452948807517,False,True
16,Female,4.71,8.56,4.06,66.71,1.58,6.19,1.48,High,Medio,61.66,61.66,False,False
21,Female,5.3,9.81,4.52,89.68,3.91,7.41,2.11,High,Medio,87.36,87.36057937284542,False,True
17,Female,5.19,1.67,5.57,61.6,1.87,7.47,2.28,Low,Medio,24.24,24.24,False,False
23,Female,0.47,2.95,7.35,77.26,0.57,1.64,1.17,Medium,Bajo,69.95,69.95,False,False
24,Female,1.74,7.81,5.01,85.21,3.91,3.25,1.51,High,Bajo,94.37,94.37,False,False
19,Male,7.69,5.87,8.44,62.81,3.49,10.16,2.47,Low,Alto,47.48,47.48,False,False
20,Female,4.27,3.95,5.44,77.73,1.27,5.72,1.45,Medium,Medio,39.14,39.14,False,False
23,Female,3.03,2.85,5.66,72.13,4.91,4.88,1.85,Medium,Medio,57.94,57.94,False,False
18,Male,6.1,3.52,5.09,79.93,2.02,7.37,1.27,Low,Alto,27.17,27.17,False,False
20,Male,4.2,4.86,5.27,80.18,3.4,7.28,3.08,Medium,Medio,57.01,57.01,False,False
18,Other,0.11,2.59,4.37,91.41,4.55,5.22,5.11,Medium,Bajo,56.23,56.23,False,False
18,Female,5.89,9.68,5.47,64.94,0.78,10.95,5.06,High,Alto,80.61,80.6085841346127,False,True
18,Female,5.86,1.97,8.3,63.31,4.4,11.38,5.52,Low,Alto,26.49,26.49,False,False
22,Female,1.32,9.87,7.44,76.08,3.52,6.05,4.73,Medium,Bajo,100.0,108.65529166457137,True,True
22,Female,7.15,8.02,7.83,95.5,0.84,9.87,2.72,Low,Alto,77.66,77.66253608932311,False,True
22,Female,1.79,4.81,4.52,94.21,3.32,6.3,4.51,Medium,Bajo,77.92,77.92,False,False
23,Female,3.66,7.66,6.28,82.4,4.37,8.43,4.77,Medium,Medio,84.23,84.23380926096776,False,True
20,Male,0.92,7.04,5.15,95.55,4.0,4.64,3.72,High,Bajo,98.04,98.04,False,False
20,Female,4.83,2.92,7.61,92.21,3.8,9.87,5.04,Medium,Medio,47.53,47.53,False,False
19,Female,3.0,4.05,8.85,71.12,0.81,4.36,1.36,Medium,Medio,57.49,57.49,False,False
22,Female,2.83,5.62,8.08,66.8,0.95,6.8,3.97,Medium,Medio,83.37,83.37,False,False
19,Female,6.62,6.74,4.18,72.05,2.74,10.02,3.4,Low,Alto,38.83,38.83,False,False
17,Female,0.08,5.89,5.58,69.08,2.9,5.11,5.03,Medium,Bajo,77.99,77.99,False,False
19,Male,6.38,5.26,4.14,84.91,4.72,8.02,1.64,Low,Alto,49.15,49.15,False,False
23,Male,4.57,4.99,4.2,83.4,2.34,6.63,2.06,Medium,Medio,59.34,59.34114857997725,False,True
24,Male,7.89,5.48,4.4,83.94,1.51,11.68,3.79,Low,Alto,40.12,40.11691373894256,False,True
18,Male,4.72,4.91,5.38,67.57,0.95,10.46,5.74,Medium,Medio,54.82,54.82,False,False
22,Other,0.44,5.87,5.52,91.67,0.27,1.86,1.42,Medium,Bajo,84.37,84.37,False,False
24,Male,0.41,8.99,6.0,77.35,0.34,5.13,4.72,Medium,Bajo,100.0,100.0,False,False
19,Male,7.07,6.7,6.02,78.9,2.87,9.1,2.03,Low,Alto,53.88,53.88,False,False
18,Female,6.73,7.5,7.86,99.88,0.88,8.26,1.53,Low,Alto,76.0,75.9995902669371,False,True
20,Female,2.77,6.38,4.71,71.29,4.26,5.74,2.97,Medium,Bajo,72.95,72.95,False,False
16,Male,4.94,6.79,4.79,75.77,2.98,8.86,3.92,Medium,Medio,60.5,60.5,False,False
18,Female,3.92,6.21,7.13,87.06,4.32,9.06,5.14,Medium,Medio,76.23,76.23,False,False
23,Female,7.74,1.24,6.86,95.22,2.14,11.91,4.17,Low,Alto,22.04,22.04,False,False
23,Male,7.6,10.0,4.77,65.07,2.98,11.06,3.46,High,Alto,75.02,75.02480268624527,False,True
19,Male,7.87,1.3,8.26,89.4,2.63,10.3,2.43,Low,Alto,18.69,18.69,False,False
17,Female,6.93,4.56,5.65,96.73,4.93,9.39,2.46,Low,Alto,49.02,49.02,False,False
23,Female,7.28,1.95,5.83,76.92,3.98,12.13,4.85,Low,Alto,25.03,25.03,False,False
23,Female,1.74,1.87,6.1,71.47,2.98,3.31,1.57,Medium,Bajo,54.31,54.31,False,False
19,Male,6.65,8.14,5.61,87.11,3.03,8.38,1.73,High,Alto,83.54,83.53725521458709,False,True
18,Male,5.67,4.83,6.79,69.84,1.24,10.27,4.6,Low,Alto,49.22,49.22,False,False
17,Female,7.7,8.21,5.94,75.37,3.67,13.51,5.81,High,Alto,66.0,66.00177190899166,False,True
24,Male,4.57,3.46,5.3,95.88,4.91,6.17,1.6,Medium,Medio,48.88,48.88,False,False
16,Male,0.68,3.31,8.52,83.61,0.65,4.73,4.05,Medium,Bajo,82.0,82.0,False,False
22,Female,4.78,3.26,5.54,63.8,3.19,6.98,2.2,Medium,Medio,37.73,37.73,False,False
20,Male,5.49,6.55,7.49,73.19,2.59,6.62,1.13,Low,Alto,66.29,66.29,False,False
23,Female,1.76,8.33,5.74,85.09,4.25,6.92,5.16,High,Bajo,85.7,85.7,False,False
19,Female,3.15,5.07,6.18,79.26,0.0,6.69,3.54,Medium,Medio,65.38,65.38,False,False
22,Male,4.79,4.41,5.18,86.41,0.68,5.91,1.12,Medium,Medio,49.31,49.31,False,False
20,Female,2.99,9.76,7.76,90.46,0.19,8.47,5.48,Medium,Medio,96.94,96.94,False,False
20,Male,3.0,2.05,7.69,79.22,0.81,6.68,3.68,Medium,Medio,60.28,60.28,False,False
24,Female,1.06,5.38,4.11,99.48,3.54,5.75,4.69,Medium,Bajo,79.45,79.45,False,False
24,Male,7.53,4.68,4.3,96.59,0.7,10.65,3.12,Low,Alto,23.84,23.84,False,False
24,Male,6.0,1.88,8.61,62.4,3.11,7.92,1.92,Low,Alto,38.05,38.05,False,False
21,Female,0.01,3.41,8.44,70.66,4.34,3.34,3.33,Medium,Bajo,80.86,80.86,False,False
21,Male,6.12,1.26,6.53,72.02,0.17,8.56,2.44,Low,Alto,24.33,24.33,False,False
20,Female,5.92,8.89,6.47,67.37,0.13,8.4,2.48,Low,Alto,72.1,72.09936997169508,False,True
24,Male,0.08,6.47,8.06,72.48,4.95,4.3,4.22,Medium,Bajo,83.34,83.34,False,False
23,Male,2.96,8.34,4.69,76.99,3.37,4.43,1.47,High,Medio,75.59,75.59,False,False
22,Female,4.85,5.69,7.27,62.06,0.7,7.84,2.99,Medium,Medio,56.33,56.33,False,False
22,Male,3.62,6.4,6.38,65.09,1.53,7.35,3.73,Medium,Medio,78.22,78.22,False,False
21,Male,6.22,7.31,7.72,63.85,4.93,10.77,4.55,Low,Alto,67.55,67.55371856459062,False,True
20,Female,3.4,9.17,4.15,61.85,1.14,7.56,4.16,High,Medio,71.27,71.27,False,False
19,Female,1.23,1.83,6.96,79.26,3.76,6.66,5.43,Medium,Bajo,61.79,61.79,False,False
18,Female,7.81,3.98,6.78,73.35,1.21,13.77,5.96,Low,Alto,34.71,34.71,False,False
18,Other,1.94,7.38,8.2,97.42,1.99,7.63,5.69,Medium,Bajo,100.0,100.0,False,False
21,Male,5.74,9.63,7.38,64.11,4.4,10.56,4.82,Low,Alto,93.11,93.10530198866468,False,True
19,Female,1.15,9.83,8.4,97.04,0.14,5.58,4.43,Medium,Bajo,100.0,100.0,False,False
21,Male,2.63,6.74,8.44,63.46,1.54,3.81,1.18,Medium,Bajo,84.73,84.73,False,False
18,Female,3.54,2.74,6.04,84.77,2.44,7.21,3.67,Medium,Medio,53.49,53.49,False,False
19,Male,1.54,2.07,4.69,69.91,3.13,5.86,4.32,Medium,Bajo,52.36,52.36,False,False
24,Other,3.6,9.51,7.15,93.07,0.14,6.66,3.06,Medium,Medio,100.0,100.0,False,False
20,Female,1.26,4.91,8.37,62.46,2.05,4.18,2.92,Medium,Bajo,82.35,82.35,False,False
22,Female,4.47,2.75,4.37,98.1,1.72,8.18,3.71,Medium,Medio,46.93,46.92642435697705,False,True
17,Female,5.31,9.41,6.79,61.89,0.13,10.84,5.53,Low,Medio,82.68,82.68381259990215,False,True
20,Female,0.5,1.94,4.57,69.64,1.78,2.8,2.3,Medium,Bajo,51.76,51.76,False,False
24,Female,6.97,7.57,4.13,78.57,4.66,9.97,3.0,High,Alto,51.93,51.9348063537041,False,True
18,Male,1.48,6.63,7.4,90.24,1.37,5.75,4.27,Medium,Bajo,99.96,99.96,False,False
24,Male,1.8,1.79,7.41,98.04,2.93,3.73,1.93,Medium,Bajo,74.11,74.11,False,False
21,Male,5.29,4.05,7.0,77.12,1.49,10.46,5.17,Low,Medio,52.81,52.81,False,False
19,Male,3.75,2.35,8.3,90.29,0.53,8.08,4.33,Medium,Medio,62.49,62.48533170339324,False,True
22,Female,4.0,6.44,4.4,89.09,1.45,6.76,2.76,Medium,Medio,67.45,67.45,False,False
23,Female,1.03,5.29,4.53,82.85,2.35,5.64,4.61,Medium,Bajo,78.39,78.39,False,False
21,Female,6.45,1.04,8.32,87.64,1.48,8.85,2.4,Low,Alto,34.05,34.05,False,False
20,Other,4.94,9.78,6.52,61.52,3.12,9.81,4.87,Medium,Medio,88.71,88.71,False,False
21,Female,1.08,4.15,5.37,77.66,4.75,2.43,1.35,Medium,Bajo,66.64,66.64,False,False
20,Male,2.99,3.32,7.69,91.43,0.35,6.12,3.13,Medium,Medio,68.8,68.8,False,False
23,Male,6.48,3.0,8.47,78.97,3.59,8.79,2.31,Low,Alto,40.58,40.58,False,False
16,Male,4.55,2.43,7.45,94.94,0.01,9.63,5.08,Medium,Medio,47.22,47.22,False,False
22,Male,0.87,9.99,7.96,93.35,0.01,5.63,4.76,Medium,Bajo,100.0,100.0,False,False
17,Female,2.98,3.66,5.41,94.54,0.66,8.19,5.21,Medium,Medio,66.06,66.06,False,False
24,Female,1.94,4.65,5.44,65.2,2.4,6.2,4.26,Medium,Bajo,61.8,61.8,False,False
16,Female,4.14,8.84,8.32,69.77,0.24,9.12,4.98,Medium,Medio,91.9,91.9,False,False
21,Female,6.75,6.78,7.07,61.18,3.61,9.94,3.19,Low,Alto,61.64,61.64389116766091,False,True
24,Female,3.49,4.32,5.17,99.31,0.15,7.88,4.39,Medium,Medio,59.06,59.06,False,False
16,Male,3.47,9.08,6.62,69.45,2.48,4.63,1.16,Medium,Medio,93.05,93.05,False,False
19,Female,7.24,7.75,7.43,74.68,3.38,12.64,5.4,Low,Alto,63.25,63.25143196437893,False,True
19,Male,4.61,3.05,5.09,71.0,1.19,9.03,4.42,Medium,Medio,37.42,37.42,False,False
24,Male,4.53,6.79,7.27,61.59,2.9,9.86,5.33,Medium,Medio,63.56,63.56,False,False
20,Male,2.1,9.3,4.21,70.45,1.31,6.95,4.85,High,Bajo,91.51,91.51,False,False
20,Female,4.86,5.47,5.52,63.93,1.07,7.29,2.43,Medium,Medio,58.57,58.57,False,False
21,Male,4.61,7.6,7.37,75.77,4.09,6.97,2.36,Medium,Medio,79.26,79.26,False,False
16,Male,3.17,9.74,4.75,98.67,1.66,8.17,5.0,High,Medio,100.0,100.0,False,False
16,Female,7.93,7.21,5.11,87.93,4.07,9.85,1.92,High,Alto,54.05,54.05198013821811,False,True
24,Female,7.06,1.92,8.4,88.28,1.08,8.61,1.55,Low,Alto,37.25,37.25,False,False
18,Male,6.0,3.2,7.37,78.13,1.78,7.08,1.08,Low,Alto,47.76,47.76,False,False
19,Male,4.3,6.36,6.49,92.45,0.51,6.79,2.49,Medium,Medio,70.66,70.66,False,False
16,Female,3.7,3.48,5.05,96.33,2.48,5.2,1.5,Medium,Medio,57.79,57.79,False,False
24,Male,1.48,9.62,5.71,98.46,1.91,6.49,5.01,High,Bajo,100.0,100.0,False,False
23,Female,2.45,4.65,6.87,63.96,0.03,5.87,3.42,Medium,Bajo,60.31,60.31,False,False
17,Female,6.19,5.12,4.78,95.19,2.32,8.45,2.26,Low,Alto,53.06,53.06,False,False
23,Male,3.63,7.31,6.41,69.0,0.37,7.64,4.01,Medium,Medio,72.12,72.12,False,False
22,Male,7.06,5.72,6.04,75.89,4.18,8.41,1.35,Low,Alto,53.6,53.59991660669596,False,True
21,Male,1.18,4.44,6.38,73.82,2.47,5.81,4.63,Medium,Bajo,84.9,84.9,False,False
16,Male,4.07,1.69,4.53,87.01,3.45,7.58,3.51,Medium,Medio,28.89,28.89,False,False
22,Male,5.18,6.37,4.53,83.92,4.11,6.21,1.03,Low,Medio,61.19,61.19,False,False
22,Female,4.13,8.81,8.82,64.36,0.26,6.73,2.6,Medium,Medio,90.55,90.55,False,False
24,Male,7.05,7.11,8.83,91.31,1.69,11.86,4.81,Low,Alto,79.14,79.14089727608169,False,True
16,Female,7.92,4.43,6.13,77.59,0.13,9.86,1.94,Low,Alto,30.1,30.1,False,False
17,Female,0.93,2.15,7.94,60.09,0.25,6.74,5.81,Medium,Bajo,60.98,60.98,False,False
24,Male,1.04,8.35,7.28,76.58,0.19,6.52,5.48,Medium,Bajo,100.0,100.0,False,False
24,Male,1.04,9.48,4.58,80.65,2.39,5.93,4.89,High,Bajo,97.02,97.02,False,False
21,Male,5.45,4.49,5.48,62.75,2.25,6.84,1.39,Low,Medio,44.75,44.75,False,False
21,Male,2.98,7.56,5.57,66.05,0.31,5.75,2.77,High,Medio,71.53,71.53,False,False
19,Female,5.87,4.7,6.98,99.74,1.31,8.36,2.49,Low,Alto,68.12,68.12,False,False
19,Male,3.24,5.52,6.9,94.85,1.22,4.93,1.69,Medium,Medio,76.99,76.99,False,False
20,Female,5.02,8.53,8.62,65.33,1.48,11.02,6.0,Low,Medio,93.6,93.60329764135054,False,True
18,Male,6.16,1.75,7.95,83.21,3.2,7.9,1.74,Low,Alto,45.54,45.54,False,False
16,Male,4.39,5.77,8.28,75.17,3.49,6.97,2.58,Medium,Medio,68.02,68.02,False,False
16,Female,4.32,2.93,8.46,81.75,1.7,9.72,5.4,Medium,Medio,57.93,57.93,False,False
22,Female,0.71,4.06,8.01,78.82,3.94,2.43,1.72,Medium,Bajo,71.8,71.8,False,False
16,Male,3.29,6.8,5.66,61.93,2.09,6.64,3.35,Medium,Medio,65.23,65.23,False,False
16,Male,4.37,1.25,5.08,72.62,2.61,10.25,5.88,Medium,Medio,24.22,24.22,False,False
18,Female,3.7,6.34,6.86,65.02,0.73,5.94,2.24,Medium,Medio,74.74,74.74,False,False
19,Male,7.21,3.55,7.45,79.56,1.16,11.73,4.52,Low,Alto,39.1,39.1,False,False
19,Male,7.25,7.03,5.93,96.29,3.64,8.65,1.4,High,Alto,63.54,63.53797789507355,False,True
17,Female,6.58,2.27,8.24,99.82,4.89,10.58,4.0,Low,Alto,47.81,47.80597370780488,False,True
16,Female,3.0,7.62,8.8,97.77,3.52,5.7,2.7,Medium,Medio,100.0,100.0,False,False
18,Female,5.74,6.81,6.85,99.43,0.27,10.24,4.5,Low,Alto,70.56,70.56,False,False
19,Female,3.16,9.74,6.28,60.61,0.71,6.32,3.16,Medium,Medio,86.17,86.17,False,False
18,Female,1.86,9.2,8.21,89.18,2.23,4.35,2.49,Medium,Bajo,100.0,100.0,False,False
23,Female,2.74,3.55,4.12,70.92,3.66,6.47,3.73,Medium,Bajo,49.28,49.28,False,False
16,Female,0.57,1.25,4.65,94.62,0.83,2.27,1.7,Medium,Bajo,57.01,57.01,False,False
17,Female,2.65,6.9,8.23,92.55,3.75,7.72,5.07,Medium,Bajo,93.82,93.82,False,False
22,Female,3.69,6.43,7.66,76.95,2.78,8.44,4.75,Medium,Medio,88.52,88.52,False,False
19,Male,7.64,1.25,6.08,78.93,3.87,11.36,3.72,Low,Alto,20.31,20.314128200718496,False,True
23,Male,2.51,2.1,8.44,70.6,2.79,5.35,2.84,Medium,Bajo,49.54,49.54,False,False
18,Female,7.22,6.26,5.76,71.55,3.01,12.8,5.58,Low,Alto,42.13,42.13,False,False
21,Female,1.83,9.21,7.17,99.25,1.24,6.0,4.17,Medium,Bajo,100.0,100.0,False,False
24,Male,1.53,9.16,7.17,95.55,3.6,3.95,2.42,Medium,Bajo,100.0,100.0,False,False
16,Female,4.15,2.36,4.92,67.67,4.22,9.18,5.03,Medium,Medio,41.28,41.28,False,False
16,Male,5.38,4.46,5.42,71.02,4.36,9.56,4.18,Low,Medio,41.88,41.88,False,False
23,Female,0.35,1.39,8.58,64.35,0.15,1.99,1.64,Medium,Bajo,69.37,69.37,False,False
18,Female,1.77,5.22,4.92,99.55,3.12,3.34,1.57,Medium,Bajo,85.98,85.98,False,False
20,Female,3.65,7.78,4.87,96.29,4.95,9.34,5.69,High,Medio,87.17,87.17414670150777,False,True
16,Male,2.65,8.11,6.4,82.08,2.93,5.09,2.44,Medium,Bajo,94.02,94.02227168023448,False,True
20,Female,5.7,5.49,4.46,87.72,0.86,10.02,4.32,Low,Alto,59.52,59.52,False,False
21,Male,4.09,1.86,8.47,89.92,4.39,5.27,1.18,Medium,Medio,59.12,59.12,False,False
23,Male,1.28,4.43,4.5,68.15,1.32,5.06,3.78,Medium,Bajo,64.67,64.67,False,False
18,Male,6.97,9.14,6.89,97.39,0.23,9.32,2.35,Low,Alto,97.24,97.24063262016568,False,True
18,Female,2.34,3.07,5.7,81.07,2.15,4.04,1.7,Medium,Bajo,59.48,59.48,False,False
24,Male,5.85,3.88,8.02,63.7,0.5,10.72,4.87,Low,Alto,53.72,53.72,False,False
19,Male,6.24,7.72,6.95,75.88,0.58,11.29,5.05,Low,Alto,80.03,80.03428674659627,False,True
19,Female,7.71,7.6,5.94,84.07,2.32,12.29,4.58,High,Alto,63.08,63.08043137291654,False,True
22,Female,3.99,9.21,8.92,74.11,3.06,5.05,1.06,Medium,Medio,100.0,100.0,False,False
17,Female,4.93,4.49,4.33,87.97,4.53,7.35,2.42,Medium,Medio,45.41,45.41,False,False
23,Female,2.68,5.63,6.89,95.28,3.53,5.48,2.8,Medium,Bajo,79.88,79.88,False,False
21,Male,5.43,5.21,8.95,90.88,4.21,9.88,4.45,Low,Medio,55.33,55.33,False,False
18,Female,3.71,9.35,7.45,85.71,2.06,8.49,4.78,Medium,Medio,99.38,99.38,False,False
